product_id,product_category,location_id,date,demand,stock_level,incoming_inventory
IBWQ,General,WB,2023-11-20,1815.0,8980.0,0
IBWQ,General,WB,2023-11-21,920.0,13454.0,0
IBWQ,General,WB,2023-11-22,1255.0,17170.0,0
IBWQ,General,WB,2023-11-23,1145.0,22294.0,0
IBWQ,General,WB,2023-11-24,1050.0,21244.0,0
IBWQ,General,WB,2023-11-25,590.0,20654.0,0
IBWQ,General,WB,2023-11-26,0.0,20654.0,0
IBWQ,General,WB,2023-11-27,1210.0,19444.0,0
IBWQ,General,WB,2023-11-28,1480.0,17964.0,0
IBWQ,General,WB,2023-11-29,1580.0,16384.0,0
IBWQ,General,WB,2023-11-30,3930.0,18670.0,0
IBWQ,General,WB,2023-12-01,0.0,18670.0,0
IBWQ,General,WB,2023-12-02,0.0,24012.0,0
IBWQ,General,WB,2023-12-03,0.0,24012.0,0
IBWQ,General,WB,2023-12-04,0.0,24012.0,0
IBWQ,General,WB,2023-12-05,0.0,24012.0,0
IBWQ,General,WB,2023-12-06,710.0,23302.0,0
IBWQ,General,WB,2023-12-07,1530.0,21772.0,0
IBWQ,General,WB,2023-12-08,600.0,21172.0,0
IBWQ,General,WB,2023-12-09,580.0,20592.0,0
IBWQ,General,WB,2023-12-10,0.0,20592.0,0
IBWQ,General,WB,2023-12-11,550.0,20042.0,0
IBWQ,General,WB,2023-12-12,700.0,19342.0,0
IBWQ,General,WB,2023-12-13,720.0,18622.0,0
IBWQ,General,WB,2023-12-14,1090.0,17532.0,0
IBWQ,General,WB,2023-12-15,1470.0,16062.0,0
IBWQ,General,WB,2023-12-16,1240.0,14822.0,0
IBWQ,General,WB,2023-12-17,1040.0,13782.0,0
IBWQ,General,WB,2023-12-18,0.0,13782.0,0
IBWQ,General,WB,2023-12-19,1780.0,12002.0,0
IBWQ,General,WB,2023-12-20,985.0,11017.0,0
IBWQ,General,WB,2023-12-21,1390.0,9627.0,0
IBWQ,General,WB,2023-12-22,2030.0,13329.0,0
IBWQ,General,WB,2023-12-23,1670.0,17702.0,0
IBWQ,General,WB,2023-12-24,0.0,17702.0,0
IBWQ,General,WB,2023-12-25,2095.0,15607.0,0
IBWQ,General,WB,2023-12-26,1910.0,13697.0,0
IBWQ,General,WB,2023-12-27,1270.0,12427.0,0
IBWQ,General,WB,2023-12-28,1060.0,11367.0,0
IBWQ,General,WB,2023-12-29,2330.0,9037.0,0
IBWQ,General,WB,2023-12-30,2735.0,11104.0,0
IBWQ,General,WB,2023-12-31,2030.0,14821.0,0
IBWQ,General,WB,2024-01-01,0.0,14821.0,0
IBWQ,General,WB,2024-01-02,0.0,14821.0,0
IBWQ,General,WB,2024-01-03,600.0,14221.0,0
IBWQ,General,WB,2024-01-04,0.0,14221.0,0
IBWQ,General,WB,2024-01-05,695.0,13526.0,0
IBWQ,General,WB,2024-01-06,800.0,12726.0,0
IBWQ,General,WB,2024-01-07,0.0,12726.0,0
IBWQ,General,WB,2024-01-08,1075.0,11651.0,0
IBWQ,General,WB,2024-01-09,1550.0,10101.0,0
IBWQ,General,WB,2024-01-10,700.0,9401.0,0
IBWQ,General,WB,2024-01-11,1880.0,12847.0,0
IBWQ,General,WB,2024-01-12,0.0,12847.0,0
IBWQ,General,WB,2024-01-13,0.0,12847.0,0
IBWQ,General,WB,2024-01-14,0.0,12847.0,0
IBWQ,General,WB,2024-01-15,930.0,17143.0,0
IBWQ,General,WB,2024-01-16,875.0,16268.0,0
IBWQ,General,WB,2024-01-17,760.0,15508.0,0
IBWQ,General,WB,2024-01-18,735.0,14773.0,0
IBWQ,General,WB,2024-01-19,1200.0,13573.0,0
IBWQ,General,WB,2024-01-20,1070.0,12503.0,0
IBWQ,General,WB,2024-01-21,0.0,12503.0,0
IBWQ,General,WB,2024-01-22,850.0,11653.0,0
IBWQ,General,WB,2024-01-23,625.0,11028.0,0
IBWQ,General,WB,2024-01-24,725.0,10303.0,0
IBWQ,General,WB,2024-01-25,475.0,9828.0,0
IBWQ,General,WB,2024-01-26,0.0,9828.0,0
IBWQ,General,WB,2024-01-27,200.0,9628.0,0
IBWQ,General,WB,2024-01-28,0.0,9628.0,0
IBWQ,General,WB,2024-01-29,360.0,9268.0,0
IBWQ,General,WB,2024-01-30,2525.0,12249.0,0
IBWQ,General,WB,2024-01-31,5350.0,12258.0,0
IBWQ,General,WB,2024-02-01,0.0,12258.0,0
IBWQ,General,WB,2024-02-02,0.0,12258.0,0
IBWQ,General,WB,2024-02-03,0.0,12258.0,0
IBWQ,General,WB,2024-02-04,0.0,12258.0,0
IBWQ,General,WB,2024-02-05,915.0,11343.0,0
IBWQ,General,WB,2024-02-06,200.0,11143.0,0
IBWQ,General,WB,2024-02-07,675.0,10468.0,0
IBWQ,General,WB,2024-02-08,570.0,9898.0,0
IBWQ,General,WB,2024-02-09,980.0,8918.0,0
IBWQ,General,WB,2024-02-10,500.0,8418.0,0
IBWQ,General,WB,2024-02-11,0.0,8418.0,0
IBWQ,General,WB,2024-02-12,675.0,7743.0,0
IBWQ,General,WB,2024-02-13,700.0,12351.0,0
IBWQ,General,WB,2024-02-14,0.0,12351.0,0
IBWQ,General,WB,2024-02-15,585.0,17089.0,0
IBWQ,General,WB,2024-02-16,865.0,16224.0,0
IBWQ,General,WB,2024-02-17,730.0,15494.0,0
IBWQ,General,WB,2024-02-18,0.0,15494.0,0
IBWQ,General,WB,2024-02-19,760.0,14734.0,0
IBWQ,General,WB,2024-02-20,550.0,14184.0,0
IBWQ,General,WB,2024-02-21,100.0,14084.0,0
IBWQ,General,WB,2024-02-22,370.0,13714.0,0
IBWQ,General,WB,2024-02-23,870.0,12844.0,0
IBWQ,General,WB,2024-02-24,465.0,12379.0,0
IBWQ,General,WB,2024-02-25,0.0,12379.0,0
IBWQ,General,WB,2024-02-26,840.0,11539.0,0
IBWQ,General,WB,2024-02-27,690.0,10849.0,0
IBWQ,General,WB,2024-02-28,1640.0,9209.0,0
IBWQ,General,WB,2024-02-29,3605.0,10455.0,0
IBWQ,General,WB,2024-03-01,0.0,10455.0,0
IBWQ,General,WB,2024-03-02,0.0,10455.0,0
IBWQ,General,WB,2024-03-03,0.0,10455.0,0
IBWQ,General,WB,2024-03-04,1090.0,13878.0,0
IBWQ,General,WB,2024-03-05,785.0,13093.0,0
IBWQ,General,WB,2024-03-06,640.0,12453.0,0
IBWQ,General,WB,2024-03-07,390.0,12063.0,0
IBWQ,General,WB,2024-03-08,1080.0,10983.0,0
IBWQ,General,WB,2024-03-09,0.0,10983.0,0
IBWQ,General,WB,2024-03-10,0.0,10983.0,0
IBWQ,General,WB,2024-03-11,290.0,10693.0,0
IBWQ,General,WB,2024-03-12,2435.0,8258.0,0
IBWQ,General,WB,2024-03-13,2183.0,6075.0,0
IBWQ,General,WB,2024-03-14,1520.0,10000.0,0
IBWQ,General,WB,2024-03-15,2130.0,13730.0,0
IBWQ,General,WB,2024-03-16,895.0,12835.0,0
IBWQ,General,WB,2024-03-17,0.0,12835.0,0
IBWQ,General,WB,2024-03-18,3435.0,9400.0,0
IBWQ,General,WB,2024-03-19,900.0,8500.0,0
IBWQ,General,WB,2024-03-20,760.0,7740.0,0
IBWQ,General,WB,2024-03-21,2085.0,10883.0,0
IBWQ,General,WB,2024-03-22,1920.0,14510.0,0
IBWQ,General,WB,2024-03-23,1860.0,12650.0,0
IBWQ,General,WB,2024-03-24,0.0,12650.0,0
IBWQ,General,WB,2024-03-25,0.0,12650.0,0
IBWQ,General,WB,2024-03-26,3245.0,9405.0,0
IBWQ,General,WB,2024-03-27,1315.0,8090.0,0
IBWQ,General,WB,2024-03-28,2795.0,5295.0,0
IBWQ,General,WB,2024-03-29,2270.0,3025.0,0
IBWQ,General,WB,2024-03-30,2130.0,5822.0,0
IBWQ,General,WB,2024-03-31,3940.0,1882.0,0
IBWQ,General,WB,2024-04-01,0.0,1882.0,0
IBWQ,General,WB,2024-04-02,0.0,1882.0,0
IBWQ,General,WB,2024-04-03,0.0,6688.0,0
IBWQ,General,WB,2024-04-04,600.0,6088.0,0
IBWQ,General,WB,2024-04-05,790.0,5298.0,0
IBWQ,General,WB,2024-04-06,240.0,5058.0,0
IBWQ,General,WB,2024-04-07,0.0,5058.0,0
IBWQ,General,WB,2024-04-08,300.0,4758.0,0
IBWQ,General,WB,2024-04-09,350.0,4408.0,0
IBWQ,General,WB,2024-04-10,415.0,9329.0,0
IBWQ,General,WB,2024-04-11,470.0,14172.0,0
IBWQ,General,WB,2024-04-12,945.0,13227.0,0
IBWQ,General,WB,2024-04-13,930.0,12297.0,0
IBWQ,General,WB,2024-04-14,0.0,12297.0,0
IBWQ,General,WB,2024-04-15,1070.0,11227.0,0
IBWQ,General,WB,2024-04-16,1205.0,10022.0,0
IBWQ,General,WB,2024-04-17,750.0,9272.0,0
IBWQ,General,WB,2024-04-18,965.0,13622.0,0
IBWQ,General,WB,2024-04-19,730.0,18303.0,0
IBWQ,General,WB,2024-04-20,60.0,18243.0,0
IBWQ,General,WB,2024-04-21,0.0,18243.0,0
IBWQ,General,WB,2024-04-22,710.0,17533.0,0
IBWQ,General,WB,2024-04-23,970.0,16563.0,0
IBWQ,General,WB,2024-04-24,340.0,16223.0,0
IBWQ,General,WB,2024-04-25,880.0,15343.0,0
IBWQ,General,WB,2024-04-26,2410.0,18392.0,0
IBWQ,General,WB,2024-04-27,1360.0,17032.0,0
IBWQ,General,WB,2024-04-28,5510.0,11522.0,0
IBWQ,General,WB,2024-04-29,750.0,16206.0,0
IBWQ,General,WB,2024-04-30,6820.0,9386.0,0
IBWQ,General,WB,2024-05-01,0.0,9386.0,0
IBWQ,General,WB,2024-05-02,0.0,9386.0,0
IBWQ,General,WB,2024-05-03,0.0,9386.0,0
IBWQ,General,WB,2024-05-04,0.0,9386.0,0
IBWQ,General,WB,2024-05-05,0.0,9386.0,0
IBWQ,General,WB,2024-05-06,1040.0,8346.0,0
IBWQ,General,WB,2024-05-07,910.0,7436.0,0
IBWQ,General,WB,2024-05-08,0.0,12716.0,0
IBWQ,General,WB,2024-05-09,170.0,18538.0,0
IBWQ,General,WB,2024-05-10,0.0,18538.0,0
IBWQ,General,WB,2024-05-11,210.0,18328.0,0
IBWQ,General,WB,2024-05-12,0.0,18328.0,0
IBWQ,General,WB,2024-05-13,450.0,17878.0,0
IBWQ,General,WB,2024-05-14,2660.0,15218.0,0
IBWQ,General,WB,2024-05-15,120.0,15098.0,0
IBWQ,General,WB,2024-05-16,1590.0,13508.0,0
IBWQ,General,WB,2024-05-17,2200.0,16344.0,0
IBWQ,General,WB,2024-05-18,1420.0,19965.0,0
IBWQ,General,WB,2024-05-19,0.0,19965.0,0
IBWQ,General,WB,2024-05-20,0.0,19965.0,0
IBWQ,General,WB,2024-05-21,3190.0,16775.0,0
IBWQ,General,WB,2024-05-22,2570.0,14205.0,0
IBWQ,General,WB,2024-05-23,2640.0,16782.0,0
IBWQ,General,WB,2024-05-24,2810.0,19409.0,0
IBWQ,General,WB,2024-05-25,1310.0,18099.0,0
IBWQ,General,WB,2024-05-26,0.0,18099.0,0
IBWQ,General,WB,2024-05-27,0.0,18099.0,0
IBWQ,General,WB,2024-05-28,3265.0,14834.0,0
IBWQ,General,WB,2024-05-29,1440.0,13394.0,0
IBWQ,General,WB,2024-05-30,1980.0,11414.0,0
IBWQ,General,WB,2024-05-31,2160.0,13467.0,0
IBWQ,General,WB,2024-06-01,0.0,18437.0,0
IBWQ,General,WB,2024-06-02,0.0,18437.0,0
IBWQ,General,WB,2024-06-03,0.0,18437.0,0
IBWQ,General,WB,2024-06-04,1390.0,17047.0,0
IBWQ,General,WB,2024-06-05,1145.0,15902.0,0
IBWQ,General,WB,2024-06-06,650.0,15252.0,0
IBWQ,General,WB,2024-06-07,1170.0,14082.0,0
IBWQ,General,WB,2024-06-08,1655.0,12427.0,0
IBWQ,General,WB,2024-06-09,0.0,12427.0,0
IBWQ,General,WB,2024-06-10,585.0,11842.0,0
IBWQ,General,WB,2024-06-11,670.0,11172.0,0
IBWQ,General,WB,2024-06-12,740.0,15336.0,0
IBWQ,General,WB,2024-06-13,1440.0,18840.0,0
IBWQ,General,WB,2024-06-14,620.0,18220.0,0
IBWQ,General,WB,2024-06-15,470.0,17750.0,0
IBWQ,General,WB,2024-06-16,0.0,17750.0,0
IBWQ,General,WB,2024-06-17,0.0,17750.0,0
IBWQ,General,WB,2024-06-18,220.0,17530.0,0
IBWQ,General,WB,2024-06-19,540.0,16990.0,0
IBWQ,General,WB,2024-06-20,1190.0,15800.0,0
IBWQ,General,WB,2024-06-21,1650.0,14150.0,0
IBWQ,General,WB,2024-06-22,1590.0,12560.0,0
IBWQ,General,WB,2024-06-23,0.0,12560.0,0
IBWQ,General,WB,2024-06-24,990.0,11570.0,0
IBWQ,General,WB,2024-06-25,1170.0,10400.0,0
IBWQ,General,WB,2024-06-26,1565.0,8835.0,0
IBWQ,General,WB,2024-06-27,2090.0,6745.0,0
IBWQ,General,WB,2024-06-28,570.0,6175.0,0
IBWQ,General,WB,2024-06-29,1565.0,4610.0,0
IBWQ,General,WB,2024-06-30,4010.0,5660.0,0
IBWQ,General,WB,2024-07-01,0.0,5660.0,0
IBWQ,General,WB,2024-07-02,0.0,5660.0,0
IBWQ,General,WB,2024-07-03,0.0,10613.0,0
IBWQ,General,WB,2024-07-04,300.0,10313.0,0
IBWQ,General,WB,2024-07-05,620.0,9693.0,0
IBWQ,General,WB,2024-07-06,710.0,8983.0,0
IBWQ,General,WB,2024-07-07,0.0,8983.0,0
IBWQ,General,WB,2024-07-08,725.0,8258.0,0
IBWQ,General,WB,2024-07-09,600.0,7658.0,0
IBWQ,General,WB,2024-07-10,300.0,7358.0,0
IBWQ,General,WB,2024-07-11,216.0,7142.0,0
IBWQ,General,WB,2024-07-12,150.0,12199.0,0
IBWQ,General,WB,2024-07-13,190.0,12009.0,0
IBWQ,General,WB,2024-07-14,0.0,12009.0,0
IBWQ,General,WB,2024-07-15,1050.0,14822.0,0
IBWQ,General,WB,2024-07-16,400.0,14422.0,0
IBWQ,General,WB,2024-07-17,685.0,13737.0,0
IBWQ,General,WB,2024-07-18,270.0,13467.0,0
IBWQ,General,WB,2024-07-19,1185.0,12282.0,0
IBWQ,General,WB,2024-07-20,1790.0,10492.0,0
IBWQ,General,WB,2024-07-21,0.0,10492.0,0
IBWQ,General,WB,2024-07-22,450.0,10042.0,0
IBWQ,General,WB,2024-07-23,1200.0,8842.0,0
IBWQ,General,WB,2024-07-24,780.0,8062.0,0
IBWQ,General,WB,2024-07-25,870.0,7192.0,0
IBWQ,General,WB,2024-07-26,2290.0,4902.0,0
IBWQ,General,WB,2024-07-27,2450.0,2452.0,0
IBWQ,General,WB,2024-07-28,0.0,2452.0,0
IBWQ,General,WB,2024-07-29,2433.0,4787.0,0
IBWQ,General,WB,2024-07-30,2050.0,8089.0,0
IBWQ,General,WB,2024-07-31,3460.0,4629.0,0
IBWQ,General,WB,2024-08-01,0.0,4629.0,0
IBWQ,General,WB,2024-08-02,450.0,4179.0,0
IBWQ,General,WB,2024-08-03,900.0,3279.0,0
IBWQ,General,WB,2024-08-04,0.0,3279.0,0
IBWQ,General,WB,2024-08-05,320.0,2959.0,0
IBWQ,General,WB,2024-08-06,590.0,2369.0,0
IBWQ,General,WB,2024-08-07,670.0,6907.0,0
IBWQ,General,WB,2024-08-08,820.0,11526.0,0
IBWQ,General,WB,2024-08-09,1440.0,14934.0,0
IBWQ,General,WB,2024-08-10,326.0,14608.0,0
IBWQ,General,WB,2024-08-11,810.0,13798.0,0
IBWQ,General,WB,2024-08-12,640.0,13158.0,0
IBWQ,General,WB,2024-08-13,350.0,12808.0,0
IBWQ,General,WB,2024-08-14,0.0,12808.0,0
IBWQ,General,WB,2024-08-15,0.0,12808.0,0
IBWQ,General,WB,2024-08-16,0.0,12808.0,0
IBWQ,General,WB,2024-08-17,720.0,12088.0,0
IBWQ,General,WB,2024-08-18,0.0,12088.0,0
IBWQ,General,WB,2024-08-19,400.0,11688.0,0
IBWQ,General,WB,2024-08-20,100.0,11588.0,0
IBWQ,General,WB,2024-08-21,200.0,11388.0,0
IBWQ,General,WB,2024-08-22,100.0,11288.0,0
IBWQ,General,WB,2024-08-23,550.0,10738.0,0
IBWQ,General,WB,2024-08-24,210.0,10528.0,0
IBWQ,General,WB,2024-08-25,0.0,10528.0,0
IBWQ,General,WB,2024-08-26,660.0,9868.0,0
IBWQ,General,WB,2024-08-27,1050.0,13659.0,0
IBWQ,General,WB,2024-08-28,5535.0,13613.0,0
IBWQ,General,WB,2024-08-29,2823.0,10790.0,0
IBWQ,General,WB,2024-08-30,460.0,10330.0,0
IBWQ,General,WB,2024-08-31,0.0,10330.0,0
IBWQ,General,WB,2024-09-01,0.0,10330.0,0
IBWQ,General,WB,2024-09-02,0.0,10330.0,0
IBWQ,General,WB,2024-09-03,0.0,10330.0,0
IBWQ,General,WB,2024-09-04,0.0,10330.0,0
IBWQ,General,WB,2024-09-05,220.0,10110.0,0
IBWQ,General,WB,2024-09-06,920.0,9190.0,0
IBWQ,General,WB,2024-09-07,540.0,8650.0,0
IBWQ,General,WB,2024-09-08,0.0,8650.0,0
IBWQ,General,WB,2024-09-09,300.0,8350.0,0
IBWQ,General,WB,2024-09-10,580.0,7770.0,0
IBWQ,General,WB,2024-09-11,450.0,7320.0,0
IBWQ,General,WB,2024-09-12,1420.0,5900.0,0
IBWQ,General,WB,2024-09-13,700.0,5200.0,0
IBWQ,General,WB,2024-09-14,760.0,5200.0,0
IBWQ,General,WB,2024-09-15,0.0,10387.0,0
IBWQ,General,WB,2024-09-16,850.0,13690.0,0
IBWQ,General,WB,2024-09-17,0.0,13690.0,0
IBWQ,General,WB,2024-09-18,2230.0,11460.0,0
IBWQ,General,WB,2024-09-19,750.0,10710.0,0
IBWQ,General,WB,2024-09-20,1360.0,9350.0,0
IBWQ,General,WB,2024-09-21,680.0,8670.0,0
IBWQ,General,WB,2024-09-22,0.0,8670.0,0
IBWQ,General,WB,2024-09-23,640.0,8030.0,0
IBWQ,General,WB,2024-09-24,1220.0,6810.0,0
IBWQ,General,WB,2024-09-25,800.0,6010.0,0
IBWQ,General,WB,2024-09-26,970.0,11391.0,0
IBWQ,General,WB,2024-09-27,1170.0,16209.0,0
IBWQ,General,WB,2024-09-28,400.0,15809.0,0
IBWQ,General,WB,2024-09-29,1890.0,13919.0,0
IBWQ,General,WB,2024-09-30,2140.0,11779.0,0
IBWQ,General,WB,2024-10-01,0.0,11779.0,0
IBWQ,General,WB,2024-10-02,0.0,11779.0,0
IBWQ,General,WB,2024-10-03,0.0,11779.0,0
IBWQ,General,WB,2024-10-04,2415.0,14423.0,0
IBWQ,General,WB,2024-10-05,930.0,13493.0,0
IBWQ,General,WB,2024-10-06,900.0,12593.0,0
IBWQ,General,WB,2024-10-07,1665.0,10928.0,0
IBWQ,General,WB,2024-10-08,1840.0,9088.0,0
IBWQ,General,WB,2024-10-09,1750.0,12628.0,0
IBWQ,General,WB,2024-10-10,0.0,12628.0,0
IBWQ,General,WB,2024-10-11,0.0,12628.0,0
IBWQ,General,WB,2024-10-12,0.0,12628.0,0
IBWQ,General,WB,2024-10-13,0.0,12628.0,0
IBWQ,General,WB,2024-10-14,0.0,12628.0,0
IBWQ,General,WB,2024-10-15,2020.0,16227.0,0
IBWQ,General,WB,2024-10-16,1360.0,20108.0,0
IBWQ,General,WB,2024-10-17,0.0,20108.0,0
